market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,3e-06,2025-06-13 02:00:10,2025-06-13 02:05:22
100000BABYDOGE-USD-SWAP-LIN,0.0,2025-06-13 03:00:09,2025-06-13 03:29:51
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-06-13 04:00:10,2025-06-13 04:40:20
100000BABYDOGE-USD-SWAP-LIN,-1e-06,2025-06-13 05:00:09,2025-06-13 05:32:34
100000JAGER-USD-SWAP-LIN,3.4e-05,2025-06-13 02:00:19,2025-06-13 02:16:01
100000JAGER-USD-SWAP-LIN,5e-06,2025-06-13 03:00:17,2025-06-13 03:40:32
100000JAGER-USD-SWAP-LIN,-6e-06,2025-06-13 04:00:17,2025-06-13 04:51:04
100000JAGER-USD-SWAP-LIN,-7e-06,2025-06-13 05:00:17,2025-06-13 05:43:13
10000CAW-USD-SWAP-LIN,4e-06,2025-06-13 02:00:09,2025-06-13 02:03:42
10000CAW-USD-SWAP-LIN,3.6e-05,2025-06-13 03:00:09,2025-06-13 03:28:11
10000CAW-USD-SWAP-LIN,-3e-06,2025-06-13 04:00:09,2025-06-13 04:38:38
10000CAW-USD-SWAP-LIN,-9e-06,2025-06-13 05:00:09,2025-06-13 05:30:53
1000ANDY-USD-SWAP-LIN,5e-06,2025-06-13 02:00:07,2025-06-13 02:02:08
1000ANDY-USD-SWAP-LIN,8e-06,2025-06-13 03:00:07,2025-06-13 03:26:37
1000ANDY-USD-SWAP-LIN,-6e-06,2025-06-13 04:00:08,2025-06-13 04:37:03
1000ANDY-USD-SWAP-LIN,-2e-06,2025-06-13 05:00:07,2025-06-13 05:29:19
1000BOBO-USD-SWAP-LIN,7.2e-05,2025-06-13 02:00:08,2025-06-13 02:02:59
1000BOBO-USD-SWAP-LIN,7.3e-05,2025-06-13 03:00:08,2025-06-13 03:27:28
1000BOBO-USD-SWAP-LIN,7.8e-05,2025-06-13 04:00:08,2025-06-13 04:37:54
1000BOBO-USD-SWAP-LIN,3.9e-05,2025-06-13 05:00:08,2025-06-13 05:30:10
1000BONK-USD-SWAP-LIN,-2.6e-05,2025-06-13 02:00:07,2025-06-13 02:01:54
1000BONK-USD-SWAP-LIN,-1.9e-05,2025-06-13 03:00:07,2025-06-13 03:26:23
1000BONK-USD-SWAP-LIN,-2.6e-05,2025-06-13 04:00:07,2025-06-13 04:36:49
1000BONK-USD-SWAP-LIN,-2.8e-05,2025-06-13 05:00:07,2025-06-13 05:29:04
1000CAT-USD-SWAP-LIN,2e-06,2025-06-13 02:00:09,2025-06-13 02:04:25
1000CAT-USD-SWAP-LIN,2e-06,2025-06-13 03:00:09,2025-06-13 03:28:53
1000CAT-USD-SWAP-LIN,-2e-06,2025-06-13 04:00:09,2025-06-13 04:39:22
1000CAT-USD-SWAP-LIN,0.0,2025-06-13 05:00:09,2025-06-13 05:31:37
1000CHEEMS-USD-SWAP-LIN,-1e-06,2025-06-13 02:00:10,2025-06-13 02:05:33
1000CHEEMS-USD-SWAP-LIN,-1e-06,2025-06-13 03:00:09,2025-06-13 03:30:02
1000CHEEMS-USD-SWAP-LIN,-3e-06,2025-06-13 04:00:10,2025-06-13 04:40:31
1000CHEEMS-USD-SWAP-LIN,0.0,2025-06-13 05:00:10,2025-06-13 05:32:44
1000COQ-USD-SWAP-LIN,-7e-06,2025-06-13 02:00:07,2025-06-13 02:02:12
1000COQ-USD-SWAP-LIN,-3e-06,2025-06-13 03:00:07,2025-06-13 03:26:41
1000COQ-USD-SWAP-LIN,0.0,2025-06-13 04:00:08,2025-06-13 04:37:07
1000COQ-USD-SWAP-LIN,1e-06,2025-06-13 05:00:07,2025-06-13 05:29:22
1000FLOKI-USD-SWAP-LIN,-3e-05,2025-06-13 02:00:07,2025-06-13 02:02:05
1000FLOKI-USD-SWAP-LIN,-3.5e-05,2025-06-13 03:00:07,2025-06-13 03:26:34
1000FLOKI-USD-SWAP-LIN,-4e-05,2025-06-13 04:00:08,2025-06-13 04:37:00
1000FLOKI-USD-SWAP-LIN,-4.3e-05,2025-06-13 05:00:07,2025-06-13 05:29:15
1000LUNC-USD-SWAP-LIN,6e-06,2025-06-13 01:00:05,2025-06-13 01:58:13
1000LUNC-USD-SWAP-LIN,4e-06,2025-06-13 03:00:04,2025-06-13 03:22:42
1000LUNC-USD-SWAP-LIN,1e-06,2025-06-13 04:00:03,2025-06-13 04:33:07
1000LUNC-USD-SWAP-LIN,4e-06,2025-06-13 05:00:04,2025-06-13 05:25:22
1000MOG-USD-SWAP-LIN,4e-05,2025-06-13 01:00:05,2025-06-13 01:58:53
1000MOG-USD-SWAP-LIN,2.2e-05,2025-06-13 03:00:04,2025-06-13 03:23:23
1000MOG-USD-SWAP-LIN,1.8e-05,2025-06-13 04:00:04,2025-06-13 04:33:48
1000MOG-USD-SWAP-LIN,2.2e-05,2025-06-13 05:00:04,2025-06-13 05:26:03
1000NEIRO1ETH-USD-SWAP-LIN,0.0,2025-06-13 02:00:09,2025-06-13 02:04:11
1000NEIRO1ETH-USD-SWAP-LIN,0.0,2025-06-13 03:00:09,2025-06-13 03:28:39
1000NEIRO1ETH-USD-SWAP-LIN,0.0,2025-06-13 04:00:09,2025-06-13 04:39:07
1000NEIRO1ETH-USD-SWAP-LIN,-1e-06,2025-06-13 05:00:09,2025-06-13 05:31:22
1000PEPE-USD-SWAP-LIN,-1.2e-05,2025-06-13 01:00:05,2025-06-13 01:58:56
1000PEPE-USD-SWAP-LIN,-3e-05,2025-06-13 03:00:04,2025-06-13 03:23:26
1000PEPE-USD-SWAP-LIN,-3.2e-05,2025-06-13 04:00:04,2025-06-13 04:33:51
1000PEPE-USD-SWAP-LIN,-3e-05,2025-06-13 05:00:04,2025-06-13 05:26:07
1000PORK-USD-SWAP-LIN,4e-06,2025-06-13 02:00:09,2025-06-13 02:04:33
1000PORK-USD-SWAP-LIN,1e-06,2025-06-13 03:00:09,2025-06-13 03:29:01
1000PORK-USD-SWAP-LIN,-1.6e-05,2025-06-13 04:00:09,2025-06-13 04:39:29
1000PORK-USD-SWAP-LIN,1e-05,2025-06-13 05:00:09,2025-06-13 05:31:44
1000SATS-USD-SWAP-LIN,-9.9e-05,2025-06-13 02:00:10,2025-06-13 02:04:54
1000SATS-USD-SWAP-LIN,-0.000101,2025-06-13 03:00:09,2025-06-13 03:29:22
1000SATS-USD-SWAP-LIN,-9.2e-05,2025-06-13 04:00:09,2025-06-13 04:39:51
1000SATS-USD-SWAP-LIN,-5.9e-05,2025-06-13 05:00:09,2025-06-13 05:32:06
1000SHIB-USD-SWAP-LIN,-2.3e-05,2025-06-13 02:00:07,2025-06-13 02:02:01
1000SHIB-USD-SWAP-LIN,-3.1e-05,2025-06-13 03:00:07,2025-06-13 03:26:30
1000SHIB-USD-SWAP-LIN,-3.6e-05,2025-06-13 04:00:08,2025-06-13 04:36:56
1000SHIB-USD-SWAP-LIN,-3.8e-05,2025-06-13 05:00:07,2025-06-13 05:29:11
1000TOSHI-USD-SWAP-LIN,1e-06,2025-06-13 02:00:09,2025-06-13 02:03:39
1000TOSHI-USD-SWAP-LIN,1e-06,2025-06-13 03:00:08,2025-06-13 03:28:07
1000TOSHI-USD-SWAP-LIN,1e-06,2025-06-13 04:00:09,2025-06-13 04:38:34
1000TOSHI-USD-SWAP-LIN,1e-06,2025-06-13 05:00:08,2025-06-13 05:30:50
1000USA-USD-SWAP-LIN,0.00051,2025-06-13 02:00:09,2025-06-13 02:03:32
1000USA-USD-SWAP-LIN,3e-05,2025-06-13 03:00:08,2025-06-13 03:28:00
1000USA-USD-SWAP-LIN,1.6e-05,2025-06-13 04:00:09,2025-06-13 04:38:27
1000USA-USD-SWAP-LIN,1.6e-05,2025-06-13 05:00:08,2025-06-13 05:30:43
1000WEN-USD-SWAP-LIN,1e-06,2025-06-13 02:00:08,2025-06-13 02:03:03
1000WEN-USD-SWAP-LIN,-1e-06,2025-06-13 03:00:08,2025-06-13 03:27:32
1000WEN-USD-SWAP-LIN,4e-06,2025-06-13 04:00:08,2025-06-13 04:37:58
1000WEN-USD-SWAP-LIN,1e-06,2025-06-13 05:00:08,2025-06-13 05:30:13
1000WHY-USD-SWAP-LIN,2e-06,2025-06-13 02:00:09,2025-06-13 02:03:35
1000WHY-USD-SWAP-LIN,3e-06,2025-06-13 03:00:08,2025-06-13 03:28:03
1000WHY-USD-SWAP-LIN,-2e-06,2025-06-13 04:00:09,2025-06-13 04:38:31
1000WHY-USD-SWAP-LIN,-1e-06,2025-06-13 05:00:08,2025-06-13 05:30:46
1000WUF-USD-SWAP-LIN,-1.1e-05,2025-06-13 02:00:09,2025-06-13 02:04:04
1000WUF-USD-SWAP-LIN,-6.7e-05,2025-06-13 03:00:09,2025-06-13 03:28:32
1000WUF-USD-SWAP-LIN,-4e-05,2025-06-13 04:00:09,2025-06-13 04:39:00
