market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 02:00:13,2025-05-09 02:00:33
100000BABYDOGE-USD-SWAP-LIN,7e-06,2025-05-09 03:00:14,2025-05-09 03:21:36
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 04:00:13,2025-05-09 04:37:05
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 05:00:16,2025-05-09 05:31:45
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 06:00:18,2025-05-09 06:42:17
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-05-09 07:00:17,2025-05-09 07:31:38
100000BABYDOGE-USD-SWAP-LIN,4e-06,2025-05-09 08:00:18,2025-05-09 08:39:41
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-05-09 09:00:13,2025-05-09 09:33:41
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 10:00:13,2025-05-09 10:33:35
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-05-09 11:00:14,2025-05-09 11:27:44
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-09 12:00:13,2025-05-09 12:53:38
100000BABYDOGE-USD-SWAP-LIN,4e-06,2025-05-09 14:00:16,2025-05-09 14:31:09
100000JAGER-USD-SWAP-LIN,-0.000135,2025-05-09 02:00:30,2025-05-09 02:11:04
100000JAGER-USD-SWAP-LIN,-0.000288,2025-05-09 03:00:27,2025-05-09 03:32:06
100000JAGER-USD-SWAP-LIN,-0.000293,2025-05-09 04:00:27,2025-05-09 04:47:35
100000JAGER-USD-SWAP-LIN,-0.00034,2025-05-09 05:00:28,2025-05-09 05:42:17
100000JAGER-USD-SWAP-LIN,-0.000291,2025-05-09 06:00:32,2025-05-09 06:52:47
100000JAGER-USD-SWAP-LIN,-0.00031,2025-05-09 07:00:30,2025-05-09 07:42:09
100000JAGER-USD-SWAP-LIN,-0.000271,2025-05-09 08:00:31,2025-05-09 08:50:12
100000JAGER-USD-SWAP-LIN,-0.000363,2025-05-09 09:00:29,2025-05-09 09:44:10
100000JAGER-USD-SWAP-LIN,-0.000394,2025-05-09 10:00:26,2025-05-09 10:44:05
100000JAGER-USD-SWAP-LIN,-0.000205,2025-05-09 11:00:28,2025-05-09 11:38:16
100000JAGER-USD-SWAP-LIN,-0.000247,2025-05-09 13:00:26,2025-05-09 13:04:09
100000JAGER-USD-SWAP-LIN,-0.000249,2025-05-09 14:00:31,2025-05-09 14:41:40
10000CAW-USD-SWAP-LIN,-2e-05,2025-05-09 01:00:12,2025-05-09 01:58:55
10000CAW-USD-SWAP-LIN,-1.7e-05,2025-05-09 03:00:13,2025-05-09 03:19:57
10000CAW-USD-SWAP-LIN,-1.9e-05,2025-05-09 04:00:12,2025-05-09 04:35:28
