market_code,funding_rate,timestamp,collection_time
100000BABYDOGE-USD-SWAP-LIN,1.1e-05,2025-05-24 01:00:13,2025-05-24 01:58:04
100000BABYDOGE-USD-SWAP-LIN,8e-06,2025-05-24 03:00:15,2025-05-24 03:17:49
100000BABYDOGE-USD-SWAP-LIN,6e-06,2025-05-24 04:00:16,2025-05-24 04:35:57
100000BABYDOGE-USD-SWAP-LIN,9e-06,2025-05-24 05:00:15,2025-05-24 05:30:39
100000BABYDOGE-USD-SWAP-LIN,5e-06,2025-05-24 06:00:13,2025-05-24 06:39:05
100000JAGER-USD-SWAP-LIN,-0.000303,2025-05-24 02:00:25,2025-05-24 02:08:37
100000JAGER-USD-SWAP-LIN,-0.000267,2025-05-24 03:00:27,2025-05-24 03:28:24
100000JAGER-USD-SWAP-LIN,-0.000254,2025-05-24 04:00:27,2025-05-24 04:46:30
100000JAGER-USD-SWAP-LIN,-0.0004,2025-05-24 05:00:26,2025-05-24 05:41:15
100000JAGER-USD-SWAP-LIN,-0.00026,2025-05-24 06:00:26,2025-05-24 06:49:40
10000CAW-USD-SWAP-LIN,-8e-06,2025-05-24 01:00:12,2025-05-24 01:56:23
10000CAW-USD-SWAP-LIN,-4e-06,2025-05-24 03:00:14,2025-05-24 03:16:07
10000CAW-USD-SWAP-LIN,-5e-06,2025-05-24 04:00:15,2025-05-24 04:34:16
10000CAW-USD-SWAP-LIN,-5e-06,2025-05-24 05:00:14,2025-05-24 05:28:59
10000CAW-USD-SWAP-LIN,-1.2e-05,2025-05-24 06:00:12,2025-05-24 06:37:25
1000ANDY-USD-SWAP-LIN,5.3e-05,2025-05-24 01:00:10,2025-05-24 01:54:49
1000ANDY-USD-SWAP-LIN,4.4e-05,2025-05-24 03:00:12,2025-05-24 03:14:34
1000ANDY-USD-SWAP-LIN,4.5e-05,2025-05-24 04:00:13,2025-05-24 04:32:42
1000ANDY-USD-SWAP-LIN,4.8e-05,2025-05-24 05:00:10,2025-05-24 05:27:25
1000ANDY-USD-SWAP-LIN,5e-05,2025-05-24 06:00:10,2025-05-24 06:35:52
